France, 42323, 1474.42
Indonesia, 16788, 1949.6
Ukraine, 30863, 888.65
Moldova, 23802, 1803.4
Bahamas, 18602, 447.92
Brazil, 17871, 408.5
Comoros, 39109, 264.61
Oman, 13044, 1601.52
China, 48160, 1652.66
Iceland, 17999, 138.64
Spain, 13090, 630.48
Iceland, 38383, 61.36
Moldova, 15935, 1408.22
Moldova, 17365, 278.86
Oman, 879, 332.47
Austria, 24468, 415.98
Algeria, 15654, 1195.39
Guinea-Bissau, 27553, 33.23
South Africa, 36533, 381.52
Armenia, 45451, 45.31
Vanuatu, 17030, 1679.91
Georgia, 2884, 507.91
Guinea-Bissau, 18530, 1585.09
Canada, 11271, 368.84
Serbia, 8838, 297.07
Colombia, 36085, 883.49
Slovenia, 28730, 196.04
Austria, 6282, 1824.5
Burkina, 16417, 1633.46
Austria, 25261, 1073.76
Bahrain, 19235, 1777.12
Serbia, 40109, 1164.67
Djibouti, 18124, 1105.8
Kuwait, 20935, 1705.74
Kosovo, 37060, 631.39
Nepal, 9628, 115.06
Chile, 17887, 410.57
Denmark, 41921, 1581.14
France, 24979, 1927.56
Comoros, 29543, 1816.34
Nicaragua, 26223, 527.22
Belarus, 6145, 1194.11
Albania, 35554, 131.29
France, 46538, 1876.0
Vietnam, 48304, 536.14
Bahamas, 34617, 1384.17
China, 6505, 1412.82
Vietnam, 24827, 1238.96
Marshall Islands, 14701, 1392.21
Ethiopia, 9166, 1744.26
Armenia, 5140, 860.85
Algeria, 15877, 113.7
Eswatini, 32285, 363.4
Myanmar, 32991, 686.15
Dominica, 38463, 1609.2
Myanmar, 23923, 1255.39
Mongolia, 30237, 1978.85
Slovakia, 41663, 678.19
Slovenia, 38206, 371.45
Iraq, 26241, 718.38
Iraq, 20571, 1910.95
Vanuatu, 17088, 755.23
Chile, 40534, 660.5
Guatemala, 16366, 829.39
Chile, 17073, 207.62
Myanmar, 8150, 1159.13
South Africa, 33750, 492.59
Vanuatu, 35989, 1684.47
Kosovo, 5754, 1995.74
Georgia, 5333, 1713.82
Iceland, 24099, 735.94
Gambia, 40582, 390.73
Iceland, 26089, 765.45
Serbia, 26417, 419.66
Costa Rica, 35027, 1771.24
Bangladesh, 15459, 1796.83
Iraq, 21255, 1340.54
Djibouti, 33136, 61.74
Serbia, 15856, 772.63
Germany, 9237, 1778.03
Georgia, 46703, 1596.68
Trinidad & Tobago, 47642, 1145.73
Vanuatu, 29181, 1453.93
Yemen, 34571, 397.72
Myanmar, 6497, 275.6
Dominica, 3717, 972.64
Georgia, 18245, 325.97
Guinea-Bissau, 26743, 1782.1
Canada, 13831, 62.81
Benin, 11328, 170.22
Bulgaria, 13381, 427.99
Kosovo, 18782, 1920.82
Bahamas, 14594, 1734.66
Armenia, 32048, 1436.43
Germany, 11940, 1713.45
South Africa, 47740, 858.58
Benin, 40206, 844.07
Nepal, 6996, 1742.19
Colombia, 1075, 200.11
India, 49159, 1541.68
Nicaragua, 21574, 1058.09
Azerbaijan, 1404, 1955.71
France, 20903, 1745.73
South Africa, 11905, 1358.52
Liberia, 28343, 1774.11
Algeria, 35677, 430.01
Iceland, 28605, 941.11
Guatemala, 3361, 1892.44
Congo, 37651, 511.91
Dominica, 39605, 1428.25
Tajikistan, 19234, 1697.07
Ethiopia, 16457, 1719.69
Slovenia, 338, 233.5
Antigua & Deps, 40381, 60.37
Guatemala, 10541, 1302.42
Barbados, 23683, 1549.65
Ethiopia, 27814, 614.55
Liberia, 45408, 703.87
Israel, 49321, 228.18
Albania, 11578, 1235.48
Tajikistan, 11990, 1299.9
South Africa, 1049, 1818.77
Nicaragua, 43806, 1668.24
Bahrain, 7849, 1602.15
Dominica, 12533, 1203.18
South Africa, 13075, 168.98
Madagascar, 26436, 925.46
Gambia, 4471, 1938.58
Brazil, 49214, 930.37
Canada, 45101, 1583.1
South Africa, 34300, 210.42
Kuwait, 42839, 746.23
Brazil, 400, 1361.19
South Africa, 3667, 134.42
Canada, 12394, 171.63
Georgia, 24112, 1954.1
Georgia, 49711, 1169.45
Guatemala, 21885, 645.19
Belarus, 48333, 315.59
Burkina, 20837, 336.49
Azerbaijan, 33535, 1092.0
San Marino, 16531, 326.11
Kosovo, 49812, 956.59
Ukraine, 42804, 1420.49
Nepal, 15364, 777.84
Barbados, 21808, 780.79
Bahamas, 46749, 1446.2
San Marino, 36941, 40.14
Yemen, 29207, 183.11
Indonesia, 23105, 812.65
Angola, 29432, 1102.87
Azerbaijan, 24802, 1662.49
Indonesia, 43816, 1088.1
Australia, 39191, 1824.91
Trinidad & Tobago, 38802, 1165.05
Liberia, 25782, 274.49
Denmark, 42970, 1783.56
Cuba, 18624, 945.82
Bahamas, 39202, 1647.97
Antigua & Deps, 40490, 105.51
Canada, 1848, 1201.46
Gambia, 12600, 1288.09
Taiwan, 44867, 822.99
Algeria, 39723, 1571.75
Bulgaria, 29942, 1405.06
South Africa, 36765, 1106.46
Guatemala, 20327, 895.3
Cuba, 20265, 1291.18
Vietnam, 7610, 1772.03
Kuwait, 30668, 1254.63
Bangladesh, 11378, 1705.04
Djibouti, 40189, 1585.02
Belarus, 37788, 1942.38
Canada, 30943, 916.02
Japan, 32431, 1846.27
Austria, 31804, 1922.17
Tajikistan, 41814, 1003.63
Armenia, 17490, 1845.17
India, 12876, 1786.11
Chile, 8957, 487.13
Bhutan, 29483, 547.98
Costa Rica, 1766, 1917.48
Djibouti, 10151, 196.87
Dominica, 30136, 1174.26
Australia, 20688, 1246.21
Denmark, 20866, 317.16
Kuwait, 43829, 647.96
France, 4845, 361.89
Guatemala, 14678, 50.57
Antigua & Deps, 44842, 1352.24
Israel, 46883, 1008.45
Gambia, 21061, 1726.12
Trinidad & Tobago, 31272, 1141.76
Benin, 10144, 1805.69
Liberia, 8372, 1975.33
Albania, 17275, 1358.9
Germany, 29125, 371.8
Colombia, 34776, 713.38
Mongolia, 47833, 1600.99
Trinidad & Tobago, 15912, 1332.75
Eswatini, 2963, 377.45
Trinidad & Tobago, 17841, 642.88
Russian Federation, 20472, 1698.9
Madagascar, 25234, 1230.83
Uruguay, 28418, 1252.32
Benin, 2458, 1390.1
Mongolia, 23827, 1782.8
Eswatini, 9266, 1456.15
Trinidad & Tobago, 1989, 1583.77
Bhutan, 15601, 1677.69
Kuwait, 8239, 85.82
Kosovo, 25545, 1778.7
Uruguay, 18718, 1370.81
Cuba, 5110, 249.25
Uruguay, 19930, 1787.44
India, 30016, 957.93
Cuba, 1346, 614.78
Ukraine, 23732, 574.22
Cuba, 37051, 1887.52
Vanuatu, 9667, 900.1
India, 28593, 652.41
Marshall Islands, 46284, 95.8
Slovenia, 32297, 807.01
Iraq, 33125, 514.28
Indonesia, 34796, 867.06
Cuba, 24798, 1612.9
Myanmar, 29711, 29.29
Bulgaria, 27699, 210.94
China, 10486, 409.36
Canada, 20749, 928.39
Bahrain, 40979, 413.86
Burkina, 26805, 507.86
Italy, 34351, 1260.24
Taiwan, 3047, 875.35
Colombia, 7998, 24.67
Guinea-Bissau, 21376, 474.22
Japan, 6590, 277.76
Liberia, 43200, 1543.54
Tajikistan, 25628, 128.6
Cuba, 20461, 1688.44
Albania, 22587, 1888.49
Tajikistan, 11072, 635.54
Taiwan, 49926, 650.32
Eswatini, 15596, 1637.78
Armenia, 45497, 1595.62
Germany, 42669, 971.29
France, 49037, 1913.51
Trinidad & Tobago, 33700, 26.72
Eswatini, 23583, 88.76
Germany, 46131, 600.48
Marshall Islands, 12524, 1809.39
Denmark, 15642, 1811.15
Bulgaria, 20331, 226.28
Afghanistan, 8059, 1657.32
Slovenia, 7916, 1401.98
Indonesia, 28557, 1747.88
Slovenia, 6484, 34.23
Ukraine, 6669, 1919.49
Argentina, 34888, 590.56
Kuwait, 17160, 1379.76
Moldova, 11101, 1822.03
Canada, 3562, 14.7
Brazil, 13791, 816.45
Bhutan, 46646, 926.27
Bangladesh, 43669, 273.08
China, 17547, 267.56
Bangladesh, 7215, 1638.83
Colombia, 28541, 85.9
Georgia, 35022, 448.31
Serbia, 12700, 1330.05
Azerbaijan, 4780, 479.6
San Marino, 41337, 38.26
Marshall Islands, 19920, 951.66
Uruguay, 5698, 997.13
Taiwan, 27702, 1067.3
San Marino, 26100, 1778.61
Australia, 39277, 1587.63
Russian Federation, 49151, 310.08
Afghanistan, 49187, 1582.64
Madagascar, 13811, 1937.16
Comoros, 32185, 1001.82
Ukraine, 49544, 1118.53
Oman, 36928, 199.39
Taiwan, 12048, 204.18
Madagascar, 29022, 384.59
Costa Rica, 17636, 38.36
Colombia, 31071, 1415.04
Bulgaria, 30723, 1905.14
South Africa, 16688, 904.18
Bangladesh, 48109, 828.6
China, 13566, 973.96
Albania, 34633, 488.21
Vanuatu, 33260, 177.56
Eswatini, 26611, 870.84
Brazil, 23887, 295.95
Aruba, 37790, 1794.27
Slovakia, 786, 1265.24
Ukraine, 47020, 1127.67
Kuwait, 29663, 820.27
Uruguay, 34311, 974.17
Comoros, 28766, 952.36
Iceland, 26804, 342.48
Chile, 28201, 477.37
Colombia, 402, 462.17
Canada, 43611, 209.84
Bhutan, 39420, 1060.39
Bahrain, 841, 1015.5
Australia, 20327, 920.03
Australia, 38828, 1606.89
Madagascar, 45518, 1017.84
Brazil, 32188, 45.55
Italy, 43754, 833.91
Nicaragua, 42405, 365.48
Djibouti, 9294, 1247.56
Georgia, 26570, 955.14
Taiwan, 49263, 1495.24
Indonesia, 25149, 1886.11
Benin, 17268, 22.28
Uruguay, 13638, 1689.21
Moldova, 34594, 1583.98
San Marino, 45708, 1651.06
Nepal, 25078, 1697.45
Spain, 30557, 1598.62
Uruguay, 29561, 1383.28
Australia, 40218, 197.48
Bulgaria, 42031, 356.66
Australia, 17762, 303.68
Nepal, 29251, 511.46
Georgia, 16154, 973.75
Eswatini, 43422, 1595.13
Oman, 40436, 1995.08
Armenia, 17408, 1727.68
Gambia, 19023, 1455.88
Ethiopia, 22036, 110.63
Australia, 2922, 1002.14
Yemen, 7438, 898.48
Eswatini, 23879, 1081.48
Serbia, 38703, 524.11
China, 26584, 1055.13
Angola, 42052, 1810.94
Canada, 14335, 1161.72
Germany, 4430, 1641.79
Colombia, 10848, 685.71
Guatemala, 33877, 964.89
Slovenia, 23435, 1344.44
Myanmar, 37837, 204.22
Bulgaria, 19677, 1855.97
Taiwan, 21039, 239.77
Bahrain, 18463, 1223.26
South Africa, 35102, 715.27
Iceland, 4235, 869.36
Slovenia, 28227, 553.73
Tajikistan, 47213, 678.48
Moldova, 29854, 1809.18
Guatemala, 48249, 1894.35
Colombia, 40468, 398.17
Kosovo, 38911, 1372.7
Albania, 3291, 348.5
Algeria, 1415, 1600.21
Costa Rica, 24306, 158.16
Dominica, 33579, 552.85
Nepal, 34415, 1549.93
Colombia, 49721, 1552.96
Canada, 4520, 782.06
Taiwan, 44812, 1306.13
Albania, 39377, 831.23
Spain, 11645, 345.48
India, 38626, 1021.28
Serbia, 23742, 729.72
Japan, 7498, 683.1
Costa Rica, 41954, 1078.1
Azerbaijan, 21724, 847.65
Nepal, 45181, 984.11
Colombia, 16586, 1761.3
Indonesia, 21374, 1863.67
Kuwait, 189, 1768.02
Afghanistan, 32686, 1206.84
India, 26455, 656.33
Aruba, 23014, 845.35
Uruguay, 47072, 1286.46
Dominica, 9932, 1269.93
Armenia, 11552, 837.03
Italy, 42409, 1220.01
Antigua & Deps, 38017, 289.08
Guatemala, 39334, 1556.0
Armenia, 5401, 847.02
Argentina, 15502, 1579.01
Ukraine, 42298, 1558.7
Japan, 28828, 1589.78
Guinea-Bissau, 14147, 725.8
Austria, 1570, 382.88
Kuwait, 12091, 975.69
South Africa, 44263, 1292.61
Burkina, 25726, 1940.96
Barbados, 10255, 197.82
Bhutan, 23562, 228.97
Algeria, 46234, 1512.62
Chile, 14282, 213.7
Canada, 32957, 417.66
Spain, 26672, 859.19
Afghanistan, 43470, 817.04
Germany, 13529, 248.79
Yemen, 37173, 819.48
Barbados, 31859, 538.14
Chile, 4115, 1864.21
Bulgaria, 1912, 684.0
Colombia, 21997, 104.7
Afghanistan, 7287, 493.96
Argentina, 32427, 1070.54
Bulgaria, 30905, 1566.23
Slovakia, 41843, 1901.26
Spain, 35635, 500.9
Ethiopia, 18096, 421.13
South Africa, 9117, 486.86
Liberia, 27917, 1510.98
Yemen, 5056, 634.9
Oman, 2801, 144.5
Burkina, 29123, 218.33
Guinea-Bissau, 13123, 1402.91
Congo, 47636, 1846.85
Congo, 48822, 1975.21
Brazil, 16169, 88.5
Tajikistan, 43224, 221.27
Aruba, 17699, 1006.75
Germany, 40806, 500.12
Trinidad & Tobago, 28604, 1503.11
Dominica, 11133, 575.1
Algeria, 6743, 281.21
Indonesia, 17550, 461.82
Italy, 41850, 1511.73
Angola, 7739, 1525.81
Cuba, 16182, 1258.12
Bahrain, 19348, 1935.91
Indonesia, 10787, 377.01
Bulgaria, 22701, 1596.19
Nicaragua, 9839, 1761.1
Bulgaria, 22564, 1317.44
Cuba, 3457, 412.68
San Marino, 34589, 812.37
Indonesia, 5132, 1211.65
Canada, 18755, 622.8
Barbados, 9740, 1513.64
Uruguay, 3683, 411.59
Yemen, 32127, 1387.59
Algeria, 1479, 445.85
Indonesia, 43275, 253.59
Yemen, 12294, 1716.95
Mongolia, 31361, 1542.28
Bahrain, 40568, 1936.84
Kuwait, 15368, 770.04
Costa Rica, 31726, 1062.89
Aruba, 22066, 230.17
Brazil, 18352, 279.45
Mongolia, 29269, 709.89
Trinidad & Tobago, 42095, 1139.26
Trinidad & Tobago, 19550, 1785.74
Burkina, 44056, 437.37
Taiwan, 22422, 1343.66
Aruba, 39081, 858.05
Bhutan, 49632, 330.51
Trinidad & Tobago, 47731, 572.71
Comoros, 28053, 49.32
Benin, 27655, 427.65
Georgia, 43872, 408.38
Armenia, 48380, 159.71
Vietnam, 7682, 1423.28
Belarus, 44102, 996.1
Mongolia, 24648, 1356.19
Algeria, 43745, 745.0
Belarus, 14031, 418.16
China, 31509, 1806.76
Madagascar, 38351, 11.1
San Marino, 21855, 1665.5
Guatemala, 24540, 1811.27
Myanmar, 10973, 427.52
Dominica, 48189, 381.41
Nepal, 1134, 661.71
Marshall Islands, 7547, 1690.01
Guatemala, 17033, 1400.06
Barbados, 22981, 452.98
Albania, 16183, 1789.69
Costa Rica, 7809, 1257.86
Barbados, 39321, 1008.24
Guatemala, 38862, 1991.66
Moldova, 37261, 341.54
Burkina, 44675, 1574.75
Gambia, 4500, 926.42
Slovakia, 8137, 1793.75
Nepal, 42644, 1700.65
Australia, 42447, 1777.34
Cuba, 800, 911.48
Uruguay, 34182, 91.23
Albania, 10533, 1440.26
China, 21694, 712.75
Algeria, 11587, 1199.79
Aruba, 7097, 1884.65
Vietnam, 13330, 1493.98
Australia, 930, 810.95
Iraq, 8004, 1515.79
Ethiopia, 1650, 459.72
Djibouti, 42925, 1974.31
Kosovo, 5752, 1802.07
Indonesia, 12295, 916.08
Canada, 16898, 1939.63
Nepal, 4886, 1152.28
Bulgaria, 42364, 1111.44
Albania, 8949, 1999.46
Bhutan, 5294, 218.6
Colombia, 40368, 108.78
Liberia, 34867, 972.02
Guinea-Bissau, 46480, 494.07
Azerbaijan, 22644, 1031.26
Australia, 30383, 497.72
Bhutan, 5828, 1150.69
Armenia, 667, 314.18
Brazil, 17126, 1709.82
Indonesia, 9949, 991.94
Uruguay, 36678, 94.6
Afghanistan, 20838, 1576.98
Burkina, 26410, 948.0
Tajikistan, 2727, 286.47
India, 10460, 1367.74
Oman, 38475, 85.15
Eswatini, 3507, 1040.44
Bahamas, 1663, 1402.39
Madagascar, 24916, 113.61
Germany, 15115, 1838.94
Comoros, 35845, 1324.1
Vanuatu, 15362, 1555.63
Kuwait, 44569, 174.13
Russian Federation, 25584, 550.06
Aruba, 21889, 1517.59
Vietnam, 11846, 145.47
Georgia, 47352, 1378.28
Costa Rica, 12854, 711.91
Iraq, 6839, 1608.56
Nicaragua, 47798, 305.36
Azerbaijan, 45120, 119.9
Antigua & Deps, 22506, 144.28
Angola, 48428, 1779.52
Germany, 33124, 119.26
Kosovo, 11884, 1645.05
Italy, 16652, 950.59
South Africa, 25836, 520.84
Serbia, 18800, 944.22
Azerbaijan, 37419, 686.18
Marshall Islands, 19580, 560.62
Afghanistan, 27369, 554.58
Comoros, 31128, 742.71
Colombia, 17416, 46.57
Marshall Islands, 40591, 1284.22
Myanmar, 9689, 921.4
Nicaragua, 26118, 1824.07
Vanuatu, 1897, 1257.49
Indonesia, 46675, 1837.15
Uruguay, 46110, 1549.62
Bahamas, 11874, 383.67
Yemen, 27888, 814.62
Bhutan, 26134, 463.61
Argentina, 23343, 1564.29
Argentina, 44292, 314.66
Belarus, 12661, 178.41
Congo, 13585, 396.83
Bulgaria, 15011, 903.66
Costa Rica, 37319, 260.05
Bahamas, 23578, 432.22
Albania, 27804, 1183.15
Aruba, 3095, 138.75
Bhutan, 19372, 717.35
Georgia, 16399, 560.13
Denmark, 43605, 108.94
Marshall Islands, 43593, 1982.42
Denmark, 20379, 1092.47
Indonesia, 36763, 1193.49
San Marino, 3429, 1106.59
Angola, 2721, 844.87
Djibouti, 21033, 1505.53
Bhutan, 21784, 1740.09
Vietnam, 32469, 995.41
Iceland, 48882, 1212.96
Kosovo, 25864, 513.77
San Marino, 45824, 1236.46
Spain, 7333, 521.13
Iceland, 38839, 1449.94
Japan, 28416, 486.19
Tajikistan, 24038, 238.18
Bulgaria, 343, 923.45
Argentina, 21589, 712.66
Australia, 19312, 108.27
Kosovo, 15866, 248.51
Slovenia, 31528, 136.21
Gambia, 45964, 880.6
San Marino, 39699, 545.59
Russian Federation, 25638, 1891.88
China, 21238, 1585.5
Chile, 39844, 1249.12
Yemen, 18855, 821.65
Comoros, 29648, 712.66
Israel, 7182, 1693.55
South Africa, 7075, 1117.56
Iraq, 25519, 1133.35
Serbia, 25041, 1484.26
Kosovo, 40144, 1698.69
Burkina, 6948, 374.51
Djibouti, 23975, 169.16
Colombia, 18665, 1424.08
Belarus, 43108, 514.92
Antigua & Deps, 8884, 964.22
Brazil, 40084, 1701.63
Vietnam, 29941, 1527.16
Bhutan, 17673, 1414.84
Cuba, 22785, 1456.76
Armenia, 35251, 380.04
Iceland, 43205, 1261.46
India, 28046, 302.25
Serbia, 32284, 1967.2
Israel, 44295, 575.3
Brazil, 1004, 157.61
France, 14945, 18.71
Bahamas, 34743, 1579.5
Angola, 32536, 304.17
Afghanistan, 40621, 1929.15
Iraq, 14854, 459.1
Antigua & Deps, 42401, 1834.15
Slovenia, 34390, 42.45
Moldova, 18698, 926.18
Colombia, 41127, 1044.98
Marshall Islands, 21056, 1500.28
Slovenia, 42711, 1604.03
Benin, 42034, 415.83
Taiwan, 14739, 700.16
Chile, 47097, 1172.44
Afghanistan, 30376, 894.25
Colombia, 21439, 1507.49
Albania, 36368, 640.78
Eswatini, 25931, 1014.15
Iceland, 30384, 1994.83
Guinea-Bissau, 23316, 1740.8
Australia, 6415, 818.53
Eswatini, 11113, 701.9
Taiwan, 4927, 662.18
Vanuatu, 19934, 1886.36
Brazil, 32060, 817.77
Bahamas, 37838, 1446.18
Afghanistan, 9294, 314.46
India, 14815, 1528.17
Nepal, 27054, 248.35
Madagascar, 7900, 708.31
Armenia, 31527, 271.67
Spain, 49008, 1244.94
Colombia, 44979, 1387.21
Comoros, 6859, 1146.5
Chile, 16181, 170.19
Vanuatu, 35176, 1010.38
Costa Rica, 15712, 1119.56
Georgia, 19585, 1303.88
Australia, 4208, 1011.36
Dominica, 4426, 1453.52
Oman, 11017, 512.22
Israel, 18746, 498.86
Antigua & Deps, 7565, 566.03
Albania, 9551, 990.18
Dominica, 23665, 629.05
Slovakia, 27845, 965.17
South Africa, 6763, 1926.3
Australia, 46590, 1678.73
Belarus, 30282, 1623.23
Iceland, 12110, 1490.82
Gambia, 38817, 864.24
Benin, 1733, 892.95
Tajikistan, 609, 1694.85
Vanuatu, 3006, 691.57
Guatemala, 28985, 1851.31
France, 10026, 853.2
Dominica, 41003, 127.66
Iraq, 25685, 824.06
Taiwan, 499, 993.04
Brazil, 21838, 61.8
Iceland, 11519, 1176.49
Afghanistan, 8415, 1171.52
Chile, 19665, 1744.76
Marshall Islands, 11166, 191.23
Nepal, 48492, 1601.4
Costa Rica, 3658, 677.43
Serbia, 16488, 271.17
Guatemala, 31074, 23.34
Slovakia, 33968, 1444.83
Madagascar, 30525, 373.93
Tajikistan, 4298, 646.47
Benin, 37004, 59.34
Germany, 48212, 42.32
Austria, 12042, 1707.78
France, 12324, 513.94
San Marino, 238, 737.36
Russian Federation, 24867, 197.64
Israel, 31697, 55.49
Eswatini, 30810, 653.41
San Marino, 48349, 1841.27
Gambia, 12115, 1264.12
Kuwait, 44450, 913.19
Vietnam, 32166, 58.43
Bhutan, 21569, 1445.13
Oman, 608, 1426.56
Bangladesh, 38199, 1562.26
Dominica, 34800, 1325.1
Kuwait, 33797, 1669.7
Bhutan, 4390, 753.51
Bahamas, 37075, 1909.89
Antigua & Deps, 21736, 753.74
Canada, 36620, 458.04
Congo, 17666, 1599.75
Tajikistan, 35846, 477.34
Guatemala, 38799, 1113.79
Nicaragua, 22374, 1872.98
Aruba, 9693, 896.37
Colombia, 22796, 102.2
Myanmar, 41446, 1600.82
Guinea-Bissau, 28247, 184.64
Comoros, 22182, 42.01
Trinidad & Tobago, 32247, 373.26
Denmark, 36934, 42.95
Madagascar, 29565, 672.21
Uruguay, 39032, 1734.78
Austria, 40182, 1913.4
Australia, 25347, 1886.88
Ukraine, 20918, 230.82
Taiwan, 12769, 1624.92
South Africa, 47992, 567.33
Aruba, 48019, 1187.55
Comoros, 44743, 1666.58
Guatemala, 10119, 595.39
Bhutan, 27376, 631.22
Japan, 16268, 956.44
Spain, 24488, 646.94
Denmark, 28245, 494.69
Nepal, 35489, 634.06
Trinidad & Tobago, 38079, 1232.99
Albania, 44664, 892.24
Armenia, 31950, 1233.75
Barbados, 49602, 1402.68
Myanmar, 31325, 122.41
Iraq, 14419, 700.1
Yemen, 29855, 829.3
Bangladesh, 17550, 1072.43
Moldova, 19481, 681.6
France, 28337, 649.94
France, 37773, 600.91
Bahrain, 26754, 413.12
Bahamas, 12324, 726.02
Albania, 15187, 1501.25
Antigua & Deps, 10149, 562.24
Eswatini, 38204, 1267.56
Bhutan, 38228, 184.67
Mongolia, 14913, 10.3
Barbados, 25800, 1870.94
Liberia, 33255, 1314.8
Nicaragua, 5815, 1939.03
Liberia, 12777, 1942.08
Eswatini, 7787, 1844.13
Albania, 7572, 262.66
Yemen, 38019, 1572.23
Bangladesh, 13629, 1846.02
Nepal, 26885, 145.1
Moldova, 18755, 1218.4
Kuwait, 14531, 1745.93
Slovenia, 14987, 1118.43
Moldova, 7312, 333.55
Vietnam, 11927, 289.23
Bulgaria, 43749, 287.24
Iceland, 29812, 1010.04
Madagascar, 6634, 348.54
Trinidad & Tobago, 33775, 863.87
Denmark, 39856, 1708.37
Gambia, 5469, 395.15
Bhutan, 7389, 813.42
Albania, 1780, 1778.52
Brazil, 16978, 1648.92
Canada, 48915, 1372.37
Mongolia, 49683, 536.5
Burkina, 5945, 826.77
Iraq, 28383, 282.4
Yemen, 21518, 1852.47
Kuwait, 11990, 375.7
China, 42134, 1364.25
Yemen, 18686, 92.82
Germany, 26240, 36.78
Slovakia, 23286, 450.09
Slovenia, 35763, 1404.51
Bulgaria, 878, 284.91
Belarus, 49164, 547.26
Mongolia, 43905, 255.75
China, 13501, 1998.06
Vanuatu, 28360, 1878.17
Taiwan, 45071, 486.27
Yemen, 43905, 1061.09
Austria, 47419, 1750.78
Yemen, 49888, 1477.65
Georgia, 48039, 1989.36
Angola, 3979, 1875.92
Brazil, 12303, 1677.68
Slovenia, 34328, 775.6
Azerbaijan, 5449, 1873.85
Indonesia, 33524, 1872.38
France, 4154, 1618.38
Guatemala, 20125, 1388.08
Slovakia, 44151, 44.83
Denmark, 39926, 1615.9
Aruba, 35513, 65.46
Trinidad & Tobago, 32921, 1773.28
Marshall Islands, 7715, 422.71
Chile, 34863, 1894.7
Austria, 40641, 1155.1
Comoros, 23059, 900.8
Algeria, 28722, 328.33
Japan, 14043, 150.46
Indonesia, 31506, 1268.57
Cuba, 21153, 1595.37
Djibouti, 47332, 1291.67
Tajikistan, 29681, 1735.97
Burkina, 37082, 525.01
Colombia, 4089, 1720.69
Congo, 5316, 1329.29
Bhutan, 3466, 1806.73
Oman, 11762, 1321.0
India, 43635, 492.35
Afghanistan, 41050, 1407.04
Oman, 15871, 710.9
Argentina, 23248, 469.66
Moldova, 36075, 886.85
Germany, 41816, 756.23
Vanuatu, 8456, 1932.84
Benin, 35006, 1068.48
Colombia, 15701, 1581.13
Indonesia, 17590, 1413.14
Australia, 41272, 1119.22
Barbados, 30869, 439.83
Nicaragua, 46103, 796.01
Bhutan, 15207, 847.53
Congo, 14846, 190.44
Guinea-Bissau, 32792, 1088.54
Israel, 25084, 997.99
Austria, 30526, 795.67
San Marino, 48975, 1185.47
Liberia, 47983, 502.2
Guinea-Bissau, 31176, 419.12
Benin, 14191, 276.3
Brazil, 49567, 339.56
South Africa, 21184, 21.33
Yemen, 33732, 60.91
Djibouti, 49158, 994.62
Bangladesh, 21624, 1658.09
